Year,Week,Sales
2018,7,8.664240749479422
2018,8,10.397892678884737
2018,9,9.107826566246995
2018,10,9.982439144947271
2018,11,9.069647039548993
2018,12,9.110338377213969
2018,13,9.622747814476623
2018,14,8.974198222803988
2018,15,9.371566717779244
2018,16,10.817365110369362
2018,17,10.243667485512546
2018,18,10.186900557658939
2018,19,9.267577743746529
2018,20,8.094562022169765
2018,21,9.21081081589292
2018,22,10.849013928553232
2018,23,8.653188781224737
2018,24,10.356196616832973
2018,25,9.071154126129176
2018,26,8.261848632570219
2018,27,9.024936804336859
2018,28,6.793946303470731
2018,29,10.227591895323915
2018,30,7.641431323727691
2018,31,8.1869966657544
2018,32,7.835845492571463
2018,33,8.277421860565457
2018,34,8.527095870682652
2018,35,9.027950977497227
2018,36,9.89904702084374
2018,37,7.093354170734008
2018,38,6.075568366916224
2018,39,6.030858131704091
2018,40,6.394065997528502
2018,41,6.448321114415136
2018,42,6.831121105781944
2018,43,6.255916394344943
2018,44,6.534727411679035
2018,45,6.909489607951526
2018,46,9.898042296456952
2018,47,31.834189833232532
2018,48,17.211431107897866
2018,49,8.274910049598482
2018,50,9.024936804336859
2018,51,10.647566689001934
2018,52,9.822687967447738
2019,1,8.230702176579744
2019,2,6.64926599177304
2019,3,7.334990385756887
2019,4,7.735373053892511
2019,5,11.346352500014044
2019,6,5.9313904174119285
2019,7,5.731952626634209
2019,8,7.24456519094583
2019,9,5.033669177815493
2019,10,5.3215227146306905
2019,11,6.353877022056921
2019,12,5.49031641161133
2019,13,5.084407759348363
2019,14,5.758577822884131
2019,15,6.654289613706988
2019,16,6.829111657008364
2019,17,7.058691179389769
2019,18,6.881357325121419
2019,19,6.395573084108687
2019,20,7.239039206818489
2019,21,6.6422329210655136
2019,22,6.9536974809702645
2019,23,6.052962068213461
2019,24,7.125505351111273
2019,25,5.9956927781664575
2019,26,5.904262858968612
2019,27,8.547692720611836
2019,28,5.992176242812694
2019,29,10.613406059851089
2019,30,5.4852927896773815
2019,31,4.836743198004747
2019,32,4.6237416280053685
2019,33,5.034673902202282
2019,34,5.749032941209631
2019,35,6.268977811373207
2019,36,7.502276996157343
2019,37,5.014579414466492
2019,38,4.693067610693846
2019,39,7.115960469436772
2019,40,6.252902221184574
2019,41,7.310877000473939
2019,42,7.474647075520631
2019,43,7.767524234269776
2019,44,15.264275246299775
2019,45,16.345861048678692
2019,46,15.486821697973655
2019,47,19.47808932449502
2019,48,41.81210771843925
2019,49,15.730467361770112
2019,50,9.133447038110127
2019,51,10.645557240228355
2019,52,10.762105269095938
2020,1,3.866179440366071
2020,2,6.703018746466279
2020,3,9.94526434263606
2020,4,10.448631260417608
2020,5,12.915731992179273
2020,6,6.5779305603109846
2020,7,9.79656513339121
2020,8,8.795859644148848
2020,9,6.630678590617434
2020,10,5.803790420289659
2020,11,5.466705388521776
2020,12,4.723711704490926
2020,13,2.718281828459045
2020,14,3.6270550363101655
2020,15,3.5662692109093994
2020,16,6.864277010545997
2020,17,5.809316404417002
2020,18,5.856538450596109
2020,19,6.363924265924816
2020,20,8.14379351712245
2020,21,10.939941485557684
2020,22,8.935013971719197
2020,23,6.5060927666555335
2020,24,7.149116374200826
2020,25,8.290985639787115
2020,26,7.891105333844886
2020,27,9.102300582119652
2020,28,8.399495873560383
2020,29,8.075974621014158
2020,30,9.290686404642686
2020,31,8.418585636909384
2020,32,8.33368642622567
2020,33,8.820475391625193
2020,34,8.31258721410309
2020,35,9.369557269005664
2020,36,12.649982391873445
2020,37,12.687157194184659
2020,38,9.490626557613801
2020,39,9.426826559052667
2020,40,14.600654788825297
2020,41,13.338218596824266
2020,42,24.88400888761603
2020,43,14.792557146702096
2020,44,17.028571269502173
2020,45,16.681941356059788
2020,46,20.63804362904352
2020,47,29.941289088521078
2020,48,54.936320020877346
2020,49,24.378130158867506
2020,50,14.606683135146035
2020,51,17.866009045891236
2020,52,17.581169682236407
2020,53,15.680231142430637
2021,1,14.270100465571545
2021,2,12.288281612629218
2021,3,13.967176062954506
2021,4,12.637423337038577
2021,5,11.6382249343764
2021,6,7.985047064009707
2021,7,8.068439188113237
2021,8,9.558947815915488
2021,9,10.484298976148636
2021,10,10.103508433555408
2021,11,14.750358722456935
2021,12,12.809231207179584
2021,13,10.848511566359837
2021,14,12.21242492142661
2021,15,12.163193426473923
2021,16,12.204387126332294
2021,17,11.921054849257649
2021,18,12.164700513054107
2021,19,11.176554078646616
2021,20,11.696498948810191
2021,21,16.096689400754894
2021,22,13.701426462648678
2021,23,11.459383993527865
2021,24,11.924571384611413
2021,25,19.3364231859577
2021,26,15.016108322762763
2021,27,12.395787122015697
2021,28,10.521473778459848
2021,29,11.406635963221415
2021,30,10.05930056053667
2021,31,11.612102100319872
2021,32,12.152643820412633
2021,33,11.701522570744139
2021,34,11.948684769894362
2021,35,14.767941399225753
2021,36,13.236741433758525
2021,37,9.521270651410882
2021,38,9.099286408959284
2021,39,11.839672173927697
2021,40,13.76924535875697
2021,41,15.774675234788852
2021,42,17.803716133910285
2021,43,12.917239078759458
2021,44,17.605283067519355
2021,45,18.76774918303483
2021,46,25.70938997136362
2021,47,45.22314701158967
2021,48,27.338550564542825
2021,49,16.810546077568844
2021,50,20.49788457708638
2021,51,20.68124677767547
2021,52,17.715802750066203
2022,1,12.307371375978219
2022,2,11.371470609683781
2022,3,17.956434240702293
2022,4,15.782713029883167
2022,5,16.952714578299563
2022,6,18.775284615935753
2022,7,12.546495780034125
2022,8,11.795966663102353
2022,9,12.300338305270692
2022,10,11.41869265586289
2022,11,12.167212324021081
2022,12,11.02182652308103
2022,13,10.990680067090555
2022,14,10.105015520135593
2022,15,8.701917913984028
2022,16,11.183084787160746
2022,17,10.890207628411602
2022,18,12.246585550577453
2022,19,11.608083202772713
2022,20,11.257434391783171
2022,21,12.930300495787721
2022,22,11.107228095958138
2022,23,9.546891123274014
2022,24,8.228692727806164
2022,25,7.963947851887126
2022,26,10.444110000677055
2022,27,10.48681078711561
2022,28,12.624864282203708
2022,29,11.70905800364506
2022,30,10.29691787801239
2022,31,11.288580847773646
2022,32,11.682935169588532
2022,33,11.714081625579007
2022,34,12.984053250480962
2022,35,15.595331931746921
2022,36,14.789040611348332
2022,37,10.861070621194706
2022,38,10.660125743836803
2022,39,11.308172973316042
2022,40,11.358409192655518
2022,41,14.317824873944048
2022,42,12.278736730954718
2022,43,11.174544629873036
2022,44,15.948492553703439
2022,45,17.955429516315505
2022,46,20.994218424160405
2022,47,39.30682745997958
2022,48,24.11690181830223
2022,49,16.423224826461485
2022,50,16.274525617216636
2022,51,15.74604058976535
2022,52,17.66707361730691
2023,1,9.896032847683372
2023,2,11.173539905486246
2023,3,14.221371332812254
2023,4,12.646465856519683
2023,5,14.166613853732226
2023,6,16.59352561002231
2023,7,8.830020273299692
2023,8,8.23773524728727
2023,9,12.586182393312312
2023,10,11.935623352866097
2023,11,11.757787136404353
2023,12,10.944462745298237
2023,13,11.136867465368429
2023,14,7.661023449270086
2023,15,8.277924222758852
2023,16,8.785812400280953
2023,17,8.790333660021506
2023,18,7.54849431794966
2023,19,7.45455258778484
2023,20,8.061908479599104
2023,21,10.066333631244197
2023,22,9.6729840338161
2023,23,7.991075410330444
2023,24,8.780788778347006
2023,25,8.272398238631508
2023,26,8.975202947190779
2023,27,9.051059638393387
2023,28,9.85785332098537
2023,29,8.644648623937027
2023,30,8.101595092877291
2023,31,8.55974941325331
2023,32,9.05357144936036
2023,33,8.738590354101847
2023,34,9.42833364563285
2023,35,10.62295094152559
2023,36,9.926174579287059
2023,37,7.949881710472074
2023,38,7.734870691699116
2023,39,8.272900600824904
2023,40,8.647662797097395
2023,41,10.927382430722814
2023,42,8.894322634054221
2023,43,8.638117915422894
2023,44,11.225785573599302
2023,45,13.732572918639153
2023,46,16.479991754315094
2023,47,33.50203231530313
2023,48,22.75399318762225
2023,49,12.530420189845493
2023,50,12.285769801662244
2023,51,14.176661097600121
2023,52,12.303352478431062
2024,1,7.621839198185295
2024,2,8.260341545990034
2024,3,10.839971409072126
2024,4,10.157763550442043
2024,5,11.182582424967352
2024,6,12.686152469797868
2024,7,7.583659671487293
2024,8,7.283749442030622
2024,9,7.818765177996041
2024,10,7.845390374245963
2024,11,7.681620299199271
2024,12,6.800979374178258
2024,13,6.134847105736807
2024,14,6.658308511254146
2024,15,6.808012444885784
2024,16,7.088832910993455
2024,17,7.4013021952849956
2024,18,8.244768317994797
2024,19,9.324344671600135
2024,20,8.85513838296943
2024,21,10.650078499968908
2024,22,10.245174572092731
2024,23,8.287971466626747
2024,24,8.190010838914768
2024,25,7.417377785473628
2024,26,7.703221873515246
2024,27,8.668762009219975
2024,28,7.688653369906798
2024,29,8.119680131839502
2024,30,7.384724242902968
2024,31,7.190310074059196
2024,32,6.894921104343077
2024,33,7.023525825852136
2024,34,7.526390381440291
2024,35,9.433859629760194
2024,36,8.661226576319054
2024,37,6.827102208234785
2024,38,6.235821906609153
2024,39,6.646251818612671
2024,40,6.857746302031866
2024,41,8.200058082782663
2024,42,7.06823606106427
2024,43,6.982332125993766
2024,44,7.7082454954491935
2024,45,9.107324204053599
2024,46,10.905278494213444
2024,47,12.251609172511401
2024,48,22.330501858590466
2024,49,15.52449886247826
2024,50,10.522980865040033
2024,51,10.780692670251545
2024,52,10.170824967470306
